時刻,コード,会社名,会社名_en,表題,表題_en,市場,市場_en,PDF
15:30,49290,アジュバンＨＤ,Adjuvan HD,剰余金の配当に関するお知らせ,Notice Regarding Dividend,東,TSE,https://www.release.tdnet.info/inbs/140120260417505753.pdf
15:30,49290,アジュバンＨＤ,Adjuvan HD,2026年3月期連結業績予想と実績値との差異に関するお知らせ,Notice regarding the difference between the consolidated performance forecast and actual results for the fiscal year ending March 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260417505751.pdf
15:30,469A0,Ｇ－フィットクルー,G-fit crew,譲渡制限付株式報酬としての新株式発行の払込完了に関するお知らせ,Notice regarding completion of payment for issuance of new shares as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260417505955.pdf
15:30,45980,Ｇ－ＤＥＬＴＡ－Ｐ,G-DELTA-P,第11回新株予約権（行使価額修正条項付新株予約権）の 大量行使に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260417506059.pdf
15:30,45300,久光薬,Hisako medicine,株式併合並びに単元株式数の定めの廃止及び定款の一部変更の承認決議に関するお知らせ,"Notice regarding the resolution to approve the reverse stock split, the abolition of the number of shares per share unit, and partial changes to the articles of incorporation",東名福,東名福,https://www.release.tdnet.info/inbs/140120260417505924.pdf
15:30,44490,ギフティ,Gifty,当座貸越契約の締結及び資金借入に関するお知らせ,Notice regarding conclusion of overdraft agreement and borrowing of funds,東,TSE,https://www.release.tdnet.info/inbs/140120260417506127.pdf
15:30,441A0,Ｇ－ＮＥ,G-NE,Cafe24 Corp. との「業務提携に関する基本合意書」の締結に関するお知らせ,"Notice regarding conclusion of ""Basic Agreement on Business Alliance"" with Cafe24 Corp.",東,TSE,https://www.release.tdnet.info/inbs/140120260416505620.pdf
15:30,43920,ＦＩＧ,FIG,譲渡制限付株式報酬としての新株式発行に関するお知らせ,Notice regarding issuance of new shares as restricted stock compensation,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260417505864.pdf
15:30,437A0,Ｐ－ジェイウェイブ,P-Jay Wave,業績予想の修正に関するお知らせ,Notice Regarding Revision of Earnings Forecast,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260417506065.pdf
15:30,437A0,Ｐ－ジェイウェイブ,P-Jay Wave,株主名簿管理人変更のお知らせ,Notice of change of shareholder register administrator,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260417506020.pdf
15:30,39630,シンクロ・フード,synchro hood,株主による臨時株主総会招集請求に関するお知らせ（続報）,Notice regarding shareholder's request to convene an extraordinary general meeting (follow-up),東,TSE,https://www.release.tdnet.info/inbs/140120260417505886.pdf
15:30,38260,ＳＩ,SI,剰余金の配当に関するお知らせ,Notice Regarding Dividend,東,TSE,https://www.release.tdnet.info/inbs/140120260416505686.pdf
15:30,38260,ＳＩ,SI,役員人事に関するお知らせ,Notice Regarding Officer Personnel Changes,東,TSE,https://www.release.tdnet.info/inbs/140120260417505904.pdf
15:30,38260,ＳＩ,SI,業務執行取締役に対する株式報酬制度の一部改定に関するお知らせ,Notice regarding partial revisions to the stock compensation system for executive directors,東,TSE,https://www.release.tdnet.info/inbs/140120260417505905.pdf
15:30,38100,サイバーステップＨＤ,cyber step hd,第三者割当による第42回新株予約権の行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260417506051.pdf
15:30,34880,Ｒ－セントラル,R-Central,第16期（2026年2月期）決算説明会資料,Earnings Presentation Materials for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260417506041.pdf
15:30,34880,Ｒ－セントラル,R-Central,2026年2月期 決算短信（ＲＥＩＴ）,Earnings Report for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260417505999.pdf
15:30,34620,Ｒ－ＮＭＦ,R-NMF,2026年2月期　決算短信（REIT）,Earnings Report for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260417505962.pdf
15:30,34520,ビーロット,Beelot,譲渡制限付株式報酬としての自己株式の処分の払込完了に関するお知らせ,Notice Regarding Completion of Payment for Disposal of Treasury Shares as Restricted Stock Compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260416505556.pdf
15:30,34480,Ｐ－清鋼材,P-purity steel material,剰余金の配当（無配）に関するお知らせ,Notice regarding dividends of surplus (no dividends),東,TSE,https://www.release.tdnet.info/inbs/140120260417505756.pdf
15:30,33910,ツルハＨＤ,Tsuruha HD,（訂正）「定款一部変更に関するお知らせ」の一部訂正について,(Correction) Regarding partial corrections to “Notice regarding partial amendments to the articles of incorporation”,東,TSE,https://www.release.tdnet.info/inbs/140120260417505922.pdf
15:30,324A0,Ｇ－ブッキングＲ,G-Booking R,監査等委員会設置会社への移行に関するお知らせ,Notice regarding transition to a company with an audit and supervisory committee,東,TSE,https://www.release.tdnet.info/inbs/140120260417506079.pdf
15:30,32230,エスエルディー,SLD,役員の異動に関するお知らせ,Notice Regarding Change of Officers,東,TSE,https://www.release.tdnet.info/inbs/140120260417505868.pdf
15:30,32230,エスエルディー,SLD,剰余金のA種種類株式に対する配当に関するお知らせ,Notice Regarding Dividends from Surplus to Class A Shares,東,TSE,https://www.release.tdnet.info/inbs/140120260417505874.pdf
15:30,24110,ゲンダイＡＧ,Gendai AG,連結子会社からの配当金受領に関するお知らせ,Notice regarding receipt of dividends from consolidated subsidiaries,東,TSE,https://www.release.tdnet.info/inbs/140120260417505937.pdf
15:30,24110,ゲンダイＡＧ,Gendai AG,譲渡制限付株式報酬制度の導入に関するお知らせ,Notice Regarding Introduction of Restricted Stock Compensation Plan,東,TSE,https://www.release.tdnet.info/inbs/140120260417505935.pdf
15:30,24110,ゲンダイＡＧ,Gendai AG,特別利益及び特別損失の計上に関するお知らせ,Notice regarding recording of extraordinary profits and extraordinary losses,東,TSE,https://www.release.tdnet.info/inbs/140120260417505936.pdf
15:30,24110,ゲンダイＡＧ,Gendai AG,2026年３月期決算説明資料,Earnings Presentation Materials for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260417505933.pdf
15:30,24110,ゲンダイＡＧ,Gendai AG,2026年３月期 決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260417505931.pdf
15:30,22810,プリマハム,prima ham,2026年３月期業績予想の修正に関するお知らせ,Notice Regarding Revisions to Earnings Forecasts for the Fiscal Year Ending March 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260417505829.pdf
15:40,76380,ＮＥＷ　ＡＲＴ,NEW ART,自己株式の取得状況及び取得終了に関するお知らせ,Notice Regarding Share Buyback Status and Completion,東,TSE,https://www.release.tdnet.info/inbs/140120260417505699.pdf
15:40,74270,エコーＴＤ,echo td,取締役（監査等委員である取締役を除く。）の報酬額改定及び任意の諮問機関としての報酬委員会設置のお知らせ,Notice of revision of remuneration amount for directors (excluding directors who are audit and supervisory committee members) and establishment of remuneration committee as a voluntary advisory body,東,TSE,https://www.release.tdnet.info/inbs/140120260417505897.pdf
15:40,74270,エコーＴＤ,echo td,支配株主等に関する事項について,Matters Regarding Controlling Shareholders,東,TSE,https://www.release.tdnet.info/inbs/140120260417505793.pdf
15:45,45760,Ｇ－ＤＷＴＩ,G-DWTI,譲渡制限付株式報酬としての新株式発行に関するお知らせ,Notice regarding issuance of new shares as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260417505791.pdf
16:00,87140,池田泉州,Ikeda Senshu,株式会社滋賀銀行との資本業務提携の締結について,"Regarding conclusion of capital and business alliance with Shiga Bank, Ltd.",東,TSE,https://www.release.tdnet.info/inbs/140120260417505710.pdf
16:00,83660,滋賀銀,Shiga Gin,株式会社池田泉州ホールディングスとの資本業務提携の締結について,"Regarding conclusion of capital and business alliance with Ikeda Senshu Holdings Co., Ltd.",東,TSE,https://www.release.tdnet.info/inbs/140120260417506076.pdf
